id,title,price
315,"Doctor Sleep (The Shining #2)",£40.12
316,"Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3)",£37.51
317,"Dear Mr. Knightley",£11.21
318,"Daily Fantasy Sports",£36.58
319,"Crazy Love: Overwhelmed by a Relentless God",£47.72
320,"Cometh the Hour (The Clifton Chronicles #6)",£25.01
321,"Code Name Verity (Code Name Verity #1)",£22.13
322,"Clockwork Angel (The Infernal Devices #1)",£44.14
323,"City of Glass (The Mortal Instruments #3)",£56.02
324,"City of Fallen Angels (The Mortal Instruments #4)",£11.23
325,"City of Bones (The Mortal Instruments #1)",£43.28
326,"City of Ashes (The Mortal Instruments #2)",£47.27
327,Cell,£20.29
328,"Catching Jordan (Hundred Oaks)",£50.83
329,"Carry On, Warrior: Thoughts on Life Unarmed",£31.85
330,Carrie,£46.23
331,"Buying In: The Secret Dialogue Between What We Buy and Who We Are",£37.80
332,"Brain on Fire: My Month of Madness",£49.32
333,"Batman: Europa",£32.01
334,"Barefoot Contessa Back to Basics",£28.01
335,"Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again",£50.62
336,"Balloon Animals",£17.03
337,"Art Ops Vol. 1",£48.80
338,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1)",£58.14
339,"Angels Walking (Angels Walking #1)",£34.20
340,"Angels & Demons (Robert Langdon #1)",£51.48
341,"All the Light We Cannot See",£29.87
342,"Adulthood Is a Myth: A "Sarah's Scribbles" Collection",£10.90
343,"Abstract City",£56.37
344,"A Time of Torment (Charlie Parker #14)",£48.35
345,"A Study in Scarlet (Sherlock Holmes #1)",£16.73
346,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",£56.48
347,"A People's History of the United States",£40.79
348,"A Man Called Ove",£39.72
349,"A Distant Mirror: The Calamitous 14th Century",£14.58
350,"A Brush of Wings (Angels Walking #3)",£55.51
351,"1491: New Revelations of the Americas Before Columbus",£21.80
352,"The Three Searches, Meaning, and the Story",£13.33
353,"Searching for Meaning in Gailana",£38.73
354,Rook,£37.86
355,"My Kitchen Year: 136 Recipes That Saved My Life",£11.53
356,"13 Hours: The Inside Account of What Really Happened In Benghazi",£27.06
357,"Will You Won't You Want Me?",£13.86
358,"Tipping Point for Planet Earth: How Close Are We to the Edge?",£37.55
359,"The Star-Touched Queen",£32.30
360,"The Silent Sister (Riley MacPherson #1)",£46.29
361,"The Midnight Watch: A Novel of the Titanic and the Californian",£26.20
362,"The Lonely City: Adventures in the Art of Being Alone",£33.26
363,"The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore",£59.15
364,"The Golden Condom: And Other Essays on Love Lost and Found",£39.43
365,"The Epidemic (The Program 0.6)",£14.44
366,"The Dinner Party",£56.54
367,"The Diary of a Young Girl",£59.90
368,"The Children",£11.88
369,"Stars Above (The Lunar Chronicles #4.5)",£48.05
370,"Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas",£21.21
371,"Raspberry Pi Electronics Projects for the Evil Genius",£49.67
372,"Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two",£43.14
373,"Psycho: Sanitarium (Psycho #1.5)",£36.97
374,"Poisonous (Max Revere Novels #3)",£26.80
375,"One with You (Crossfire #5)",£15.71
376,"No Love Allowed (Dodge Cove #1)",£54.65
377,"Murder at the 42nd Street Library (Raymond Ambler #1)",£54.36
378,"Most Wanted",£35.28
379,"Love, Lies and Spies",£20.55
380,"How to Speak Golf: An Illustrated Guide to Links Lingo",£58.32
381,"Hide Away (Eve Duncan #20)",£11.84
382,"Furiously Happy: A Funny Book About Horrible Things",£41.46
383,"Everyday Italian: 125 Simple and Delicious Recipes",£20.10
384,"Equal Is Unfair: America's Misguided Fight Against Income Inequality",£56.86
385,"Eleanor & Park",£56.51
386,"Dirty (Dive Bar #1)",£40.83
387,"Can You Keep a Secret? (Fear Street Relaunch #4)",£48.64
388,"Boar Island (Anna Pigeon #19)",£59.48
389,"A Paris Apartment",£39.01
390,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",£38.77
391,"Troublemaker: Surviving Hollywood and Scientology",£48.39
392,"The Widow",£27.26
393,"The Sleep Revolution: Transforming Your Life, One Night at a Time",£11.68
394,"The Improbability of Love",£59.45
395,"The Art of Startup Fundraising",£21.00
396,"Take Me Home Tonight (Rock Star Romance #3)",£53.98
397,"Sleeping Giants (Themis Files #1)",£48.74
398,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",£21.15
399,"Playing with Fire",£13.71
400,"Off the Hook (Fishing for Trouble #1)",£47.67
401,"Mothering Sunday",£13.34
402,"Mother, Can You Not?",£16.89
403,"M Train",£27.18
404,"Lilac Girls",£17.28
405,"Lies and Other Acts of Love",£45.14
406,"Lab Girl",£40.85
407,"Keep Me Posted",£20.46
408,"It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle",£56.27
409,"Grey (Fifty Shades #4)",£48.49
410,"Exit, Pursued by a Bear",£51.34
411,Daredevils,£16.34
412,"Cravings: Recipes for What You Want to Eat",£20.50
413,"Born for This: How to Find the Work You Were Meant to Do",£21.59
414,Arena,£21.36
415,Adultery,£20.88
416,"A Mother's Reckoning: Living in the Aftermath of Tragedy",£19.53
417,"A Gentleman's Position (Society of Gentlemen #3)",£14.75
418,11/22/63,£48.48
419,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",£24.57
420,"10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!",£49.71
421,"Without Shame",£48.27
422,Watchmen,£58.05
423,"Unlimited Intuition Now",£58.87
424,"Underlying Notes",£11.82
425,"The Shack",£28.03
426,"The New Brand You: Your New Image Makes the Sale for You",£44.05
427,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",£12.34
428,"The Flowers Lied",£16.68
429,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",£55.91
430,"The Book of Mormon",£24.57
431,"The Art and Science of Low Carbohydrate Living",£52.98
432,"The Alien Club",£54.40
433,"Suzie Snowflake: One beautiful flake (a self-esteem story)",£54.81
434,Nap-a-Roo,£25.08
435,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",£10.41
436,"Modern Day Fables",£47.44
437,"If I Gave You God's Phone Number....: Searching for Spirituality in America",£20.91
438,"Fruits Basket, Vol. 9 (Fruits Basket #9)",£33.95
439,"Dress Your Family in Corduroy and Denim",£43.68
440,"Don't Forget Steven",£33.23
441,"Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster",£35.92
442,"Art and Fear: Observations on the Perils (and Rewards) of Artmaking",£48.63
443,"A Shard of Ice (The Black Symphony Saga #1)",£56.63
444,"A Hero's Curse (The Unseen Chronicles #1)",£50.49
445,"23 Degrees South: A Tropical Tale of Changing Whether...",£35.79
446,"Zero to One: Notes on Startups, or How to Build the Future",£34.06
447,"Why Not Me?",£17.76
448,"When Breath Becomes Air",£39.36
449,"Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel",£36.94
450,"The Unlikely Pilgrimage of Harold Fry (Harold Fry #1)",£43.62
451,"The New Drawing on the Right Side of the Brain",£43.02
452,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",£28.45
453,"The Martian (The Martian #1)",£41.39
454,"The High Mountains of Portugal",£51.15
455,"The Grownup",£35.88
456,"The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It",£36.91
457,"South of Sunshine",£28.93
458,"Smarter Faster Better: The Secrets of Being Productive in Life and Business",£38.89
459,"Silence in the Dark (Logan Point #4)",£58.33
460,"Shadows of the Past (Logan Point #1)",£39.67
461,"Roller Girl",£14.10
462,"Rising Strong",£21.82
463,"Proofs of God: Classical Arguments from Tertullian to Barth",£54.21
464,"Please Kill Me: The Uncensored Oral History of Punk",£31.19
465,"Out of Print: City Lights Spotlight No. 14",£53.64
466,"My Life Next Door (My Life Next Door )",£36.39
467,"Miller's Valley",£58.54
468,"Man's Search for Meaning",£29.48
469,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",£25.06
470,"Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want",£12.55
471,"Les Fleurs du Mal",£29.04
472,"Left Behind (Left Behind #1)",£40.72
473,"Kill 'Em and Leave: Searching for James Brown and the American Soul",£45.05
474,"Kierkegaard: A Christian Missionary to Christians",£47.13
475,"John Vassos: Industrial Design for Modern Life",£20.22
476,"I'll Give You the Sun",£56.48
477,"I Will Find You",£44.21
478,"Hystopia: A Novel",£21.96
479,"Howl and Other Poems",£40.45
480,"History of Beauty",£10.29
481,"Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back",£52.86
482,"Future Shock (Future Shock #1)",£55.65
483,"Ender's Game (The Ender Quintet #1)",£43.64
484,"Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World",£28.41
485,"Death by Leisure: A Cautionary Tale",£37.51
486,"Brilliant Beacons: A History of the American Lighthouse",£11.45
487,"Brazen: The Courage to Find the You That's Been Hiding",£19.22
488,"Between the World and Me",£56.91
489,"Being Mortal: Medicine and What Matters in the End",£55.06
490,"A Murder Over a Girl: Justice, Gender, Junior High",£13.20
491,"32 Yolks",£53.63
492,""Most Blessed of the Patriarchs": Thomas Jefferson and the Empire of the Imagination",£44.48
493,"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life",£12.08
494,"Wildlife of New York: A Five-Borough Coloring Book",£22.14
495,"What Happened on Beale Street (Secrets of the South Mysteries #2)",£25.37
496,"Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain",£46.33
497,"Under the Tuscan Sun",£37.33
498,"Toddlers Are A**holes: It's Not Your Fault",£25.55
499,"The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible",£34.72
500,"The Whale",£35.96
501,"The Story of Art",£41.14
502,"The Origin of Species",£10.01
503,"The Great Gatsby",£36.05
504,"The Good Girl",£49.03
505,"The Glass Castle",£16.24
506,"The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist",£39.55
507,"The Drowning Girls",£35.67
508,"The Constant Princess (The Tudor Court #1)",£16.62
509,"The Bourne Identity (Jason Bourne #1)",£42.78
510,"The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1)",£52.30
511,"The Art Book",£32.34
512,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change",£33.17
513,"Team of Rivals: The Political Genius of Abraham Lincoln",£20.12
514,"Steal Like an Artist: 10 Things Nobody Told You About Being Creative",£20.90
515,"Sit, Stay, Love",£20.90
516,"Sister Dear",£40.20
517,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",£52.87
518,"Rich Dad, Poor Dad",£51.74
519,"Raymie Nightingale",£34.41
520,"Playing from the Heart",£32.38
521,"Nightstruck: A Novel",£50.35
522,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",£11.38
523,Meternity,£43.58
524,"Memoirs of a Geisha",£49.67
525,"Like Never Before (Walker Family #2)",£28.77
526,"Life of Pi",£13.22
527,"Leave This Song Behind: Teen Poetry at Its Best",£51.17
528,"King's Folly (The Kinsman Chronicles #1)",£39.61
529,"John Adams",£57.43
530,"How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything)",£46.01
531,"How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking",£28.25
532,"Good in Bed (Cannie Shapiro #1)",£37.05
533,"Fruits Basket, Vol. 7 (Fruits Basket #7)",£19.57
534,"For the Love: Fighting for Grace in a World of Impossible Standards",£45.13
535,"Finding God in the Ruins: How God Redeems Pain",£46.64
536,"Every Heart a Doorway (Every Heart A Doorway #1)",£12.16
537,"Delivering the Truth (Quaker Midwife Mystery #1)",£20.89
538,"Counted With the Stars (Out from Egypt #1)",£17.97
539,"Chronicles, Vol. 1",£52.60
540,"Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality",£25.77
541,"Benjamin Franklin: An American Life",£48.19
542,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",£29.93
543,"A Summer In Europe",£44.34
544,"A Short History of Nearly Everything",£52.40
545,"A Gathering of Shadows (Shades of Magic #2)",£44.81
546,"The Sound Of Love",£57.84
547,"The Rise and Fall of the Third Reich: A History of Nazi Germany",£39.67
548,"The Perks of Being a Wallflower",£55.02
549,"The Mysterious Affair at Styles (Hercule Poirot #1)",£24.80
550,"The Man Who Mistook His Wife for a Hat and Other Clinical Tales",£59.45
551,"The Makings of a Fatherless Child",£31.58
552,"The Joy of Cooking",£43.27
553,"The Invention of Wings",£37.34
554,"The Hobbit (Middle-Earth Universe)",£17.80
555,"The Great Railway Bazaar",£30.54
556,"The Golden Compass (His Dark Materials #1)",£18.77
557,"The God Delusion",£46.85
558,"The Girl You Left Behind (The Girl You Left Behind #1)",£15.79
559,"The Fellowship of the Ring (The Lord of the Rings #1)",£10.27
560,"The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1)",£15.42
561,"The Barefoot Contessa Cookbook",£59.92
562,"Tell the Wolves I'm Home",£50.96
563,"Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman",£30.60
564,"Pride and Prejudice",£19.27
565,"Musicophilia: Tales of Music and the Brain",£46.58
566,"Mere Christianity",£48.51
567,"Me Before You (Me Before You #1)",£19.02
568,"In the Woods (Dublin Murder Squad #1)",£38.38
569,"In Cold Blood",£49.98
570,"How to Stop Worrying and Start Living",£46.49
571,"Give It Back",£18.32
572,"Girl, Interrupted",£42.14
573,"Fun Home: A Family Tragicomic",£56.59
574,"Fruits Basket, Vol. 6 (Fruits Basket #6)",£20.96
575,"Deception Point",£40.32
576,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",£36.39
577,"Catherine the Great: Portrait of a Woman",£58.55
578,"Better Homes and Gardens New Cook Book",£39.61
579,"An Unquiet Mind: A Memoir of Moods and Madness",£21.30
580,"A Year in Provence (Provence #1)",£56.88
581,"World Without End (The Pillars of the Earth #2)",£32.97
582,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",£47.31
583,"Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis",£48.67
584,"Where She Went (If I Stay #2)",£41.73
585,"What If?: Serious Scientific Answers to Absurd Hypothetical Questions",£53.68
586,"Two Summers",£14.64
587,"This Is Your Brain on Music: The Science of a Human Obsession",£38.40
588,"The Secret Garden",£15.08
589,"The Raven King (The Raven Cycle #4)",£30.57
590,"The Raven Boys (The Raven Cycle #1)",£57.74
591,"The Power Greens Cookbook: 140 Delicious Superfood Recipes",£11.05
592,"The Metamorphosis",£28.58
593,"The Mathews Men: Seven Brothers and the War Against Hitler's U-boats",£42.91
594,"The Little Paris Bookshop",£24.73
595,"The Hiding Place",£55.91
596,"The Grand Design",£13.76
597,"The Firm",£45.56
598,"The Fault in Our Stars",£47.22
599,"The False Prince (The Ascendance Trilogy #1)",£56.00
600,"The Expatriates",£44.58
601,"The Dream Thieves (The Raven Cycle #2)",£34.50
602,"The Darkest Corners",£11.33
603,"The Crossover",£38.77
604,"The 5th Wave (The 5th Wave #1)",£11.83
605,"Tell the Wind and Fire",£45.51
606,"Tell Me Three Things",£41.81
607,"Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut",£25.15
608,Siddhartha,£34.22
609,"Shiver (The Wolves of Mercy Falls #1)",£16.23
610,"Remember Me?",£11.48
611,"Red Dragon (Hannibal Lecter #1)",£23.37
612,"Peak: Secrets from the New Science of Expertise",£16.28
613,"My Mother Was Nuts",£31.63
614,"Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens",£24.91
615,"Maybe Something Beautiful: How Art Transformed a Neighborhood",£22.54
616,"Lola and the Boy Next Door (Anna and the French Kiss #2)",£23.63
617,"Logan Kade (Fallen Crest High #5.5)",£13.12
618,"Last One Home (New Beginnings #1)",£59.98
619,"Killing Floor (Jack Reacher #1)",£31.49
620,"Kill the Boy Band",£15.52
621,"Isla and the Happily Ever After (Anna and the French Kiss #3)",£48.13
622,"If I Stay (If I Stay #1)",£38.13
623,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1)",£36.55
624,"Harry Potter and the Deathly Hallows (Harry Potter #7)",£23.32
625,"Fruits Basket, Vol. 5 (Fruits Basket #5)",£16.33
626,"Foundation (Foundation (Publication Order) #1)",£32.42
627,"Fool Me Once",£16.96
628,"Find Her (Detective D.D. Warren #8)",£22.37
629,"Evicted: Poverty and Profit in the American City",£42.27
630,Drama,£38.70
631,"Dracula the Un-Dead",£35.63
632,"Digital Fortress",£58.00
633,"Death Note, Vol. 5: Whiteout (Death Note #5)",£52.41
634,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",£32.35
635,"Critique of Pure Reason",£20.75
636,Booked,£17.49
637,"Blue Lily, Lily Blue (The Raven Cycle #3)",£34.13
638,"Approval Junkie: Adventures in Caring Too Much",£58.81
639,"An Abundance of Katherines",£10.00
640,"America's War for the Greater Middle East: A Military History",£51.22
641,"Alight (The Generations Trilogy #2)",£58.59
642,"A Girl's Guide to Moving On (New Beginnings #2)",£31.30
643,"A Game of Thrones (A Song of Ice and Fire #1)",£46.42
644,"A Feast for Crows (A Song of Ice and Fire #4)",£17.21
